iter	Passed	Remaining
160	3025	10128
161	3043	10107
162	3061	10085
163	3079	10065
164	3098	10046
165	3117	10027
166	3135	10008
167	3153	9986
168	3172	9966
169	3190	9946
170	3208	9926
171	3226	9904
172	3244	9884
173	3262	9862
174	3280	9841
175	3298	9819
176	3316	9799
177	3336	9784
178	3355	9767
179	3375	9750
180	3393	9729
181	3411	9709
182	3429	9687
183	3447	9668
184	3465	9648
185	3485	9630
186	3502	9608
187	3522	9592
188	3542	9578
189	3562	9562
190	3582	9547
191	3604	9537
192	3627	9529
193	3646	9511
194	3667	9496
195	3685	9476
196	3703	9457
197	3722	9437
198	3741	9420
199	3760	9401
200	3779	9384
201	3799	9365
202	3817	9345
203	3835	9325
204	3854	9307
205	3872	9286
206	3890	9266
207	3909	9246
208	3927	9225
209	3946	9207
210	3964	9187
211	3983	9169
212	4002	9151
213	4020	9131
214	4039	9112
215	4058	9092
216	4076	9073
217	4094	9052
218	4112	9032
219	4130	9012
220	4149	8993
221	4167	8973
222	4185	8953
223	4203	8932
224	4221	8912
225	4239	8892
226	4258	8873
227	4276	8852
228	4294	8833
229	4312	8812
230	4330	8791
231	4354	8783
232	4373	8766
233	4395	8753
234	4416	8739
235	4438	8725
236	4459	8711
237	4480	8697
238	4500	8680
239	4520	8663
240	4538	8644
241	4562	8634
242	4566	8588
243	4583	8566
244	4605	8553
245	4626	8538
246	4645	8520
247	4666	8505
248	4686	8489
249	4707	8472
250	4727	8456
251	4747	8439
252	4767	8423
253	4787	8406
254	4808	8390
255	4829	8375
256	4848	8357
257	4867	8338
258	4888	8323
259	4911	8311
260	4934	8300
261	4956	8286
262	4976	8269
263	4996	8252
264	5017	8235
265	5036	8218
266	5057	8202
267	5076	8182
268	5094	8163
269	5112	8142
270	5133	8125
271	5154	8110
272	5175	8095
273	5195	8078
274	5215	8059
275	5234	8041
276	5253	8022
277	5271	8002
278	5289	7981
279	5307	7961
280	5325	7941
281	5344	7921
282	5362	7901
283	5380	7881
284	5399	7862
285	5418	7843
286	5436	7823
287	5454	7803
288	5473	7784
289	5491	7764
290	5509	7744
291	5528	7724
292	5546	7704
293	5564	7684
294	5585	7668
295	5607	7653
296	5625	7633
297	5644	7614
298	5662	7593
299	5680	7573
300	5698	7554
301	5716	7534
302	5735	7514
303	5754	7495
304	5775	7479
305	5793	7459
306	5812	7440
307	5834	7426
308	5855	7408
309	5874	7390
310	5892	7370
311	5911	7351
312	5931	7333
313	5949	7313
314	5967	7294
315	5986	7274
316	6004	7254
317	6022	7234
318	6040	7214
319	6058	7194
320	6076	7174
321	6094	7154
322	6111	7133
323	6130	7114
324	6148	7094
325	6165	7073
326	6183	7053
327	6201	7033
328	6219	7013
329	6237	6993
330	6255	6973
331	6274	6954
332	6292	6934
333	6314	6920
334	6333	6901
335	6351	6881
336	6371	6862
337	6389	6843
338	6408	6823
339	6426	6804
340	6444	6785
341	6463	6765
342	6481	6746
343	6499	6725
344	6517	6706
345	6535	6686
346	6553	6666
347	6571	6646
348	6592	6630
349	6613	6613
350	6633	6595
351	6653	6578
352	6672	6558
353	6690	6538
354	6707	6518
355	6725	6499
356	6746	6481
357	6764	6461
358	6782	6442
359	6801	6423
360	6820	6404
361	6838	6385
362	6857	6366
363	6878	6349
364	6896	6329
365	6915	6310
366	6933	6291
367	6953	6272
368	6971	6253
369	6989	6234
370	7008	6214
371	7027	6196
372	7046	6177
373	7064	6158
374	7082	6138
375	7101	6119
376	7119	6099
377	7137	6080
378	7155	6060
379	7172	6040
380	7191	6020
381	7209	6001
382	7227	5981
383	7245	5962
384	7263	5942
385	7281	5923
386	7299	5903
387	7317	5884
388	7336	5865
389	7354	5845
390	7372	5826
391	7391	5807
392	7412	5790
393	7430	5770
394	7448	5751
395	7467	5732
396	7485	5713
397	7504	5694
398	7522	5674
399	7540	5655
400	7558	5636
401	7577	5617
402	7600	5601
403	7618	5581
404	7636	5562
405	7657	5544
406	7676	5526
407	7695	5507
408	7713	5487
409	7731	5468
410	7749	5449
411	7767	5429
412	7786	5410
413	7804	5391
414	7826	5374
415	7846	5356
416	7866	5338
417	7885	5320
418	7905	5302
419	7924	5282
420	7942	5263
421	7960	5244
422	7979	5225
423	7996	5205
424	8015	5186
425	8033	5167
426	8051	5147
427	8070	5128
428	8088	5109
429	8107	5090
430	8124	5071
431	8143	5051
432	8161	5032
433	8179	5013
434	8198	4994
435	8216	4975
436	8234	4955
437	8252	4936
438	8270	4917
439	8289	4898
440	8298	4873
441	8316	4854
442	8337	4836
443	8356	4817
444	8374	4799
445	8394	4780
446	8413	4762
447	8431	4742
448	8442	4719
449	8459	4699
450	8477	4680
451	8496	4661
452	8514	4642
453	8532	4623
454	8550	4604
455	8570	4585
456	8592	4568
457	8610	4549
458	8629	4530
459	8648	4512
460	8669	4494
461	8691	4477
462	8711	4459
463	8729	4440
464	8748	4421
465	8773	4405
466	8791	4386
467	8809	4367
468	8828	4348
469	8846	4329
470	8865	4310
471	8884	4291
472	8903	4272
473	8922	4254
474	8940	4234
475	8958	4215
476	8977	4196
477	8995	4177
478	9013	4158
479	9032	4139
480	9050	4120
481	9068	4101
482	9086	4082
483	9104	4063
484	9122	4043
485	9139	4024
486	9158	4005
487	9176	3986
488	9198	3969
489	9219	3951
490	9241	3933
491	9263	3916
492	9285	3898
493	9310	3882
494	9333	3865
495	9352	3846
496	9370	3827
497	9389	3808
498	9409	3790
499	9427	3770
500	9450	3753
501	9472	3736
502	9510	3724
503	9534	3707
504	9556	3690
505	9583	3674
506	9603	3655
507	9622	3636
508	9640	3617
509	9658	3598
510	9677	3579
511	9695	3560
512	9715	3541
513	9734	3522
514	9752	3503
515	9774	3485
516	9795	3467
517	9817	3449
518	9840	3431
519	9861	3413
520	9884	3396
521	9906	3378
522	9926	3359
523	9944	3340
524	9962	3320
525	9980	3301
526	9993	3280
527	10011	3261
528	10029	3241
529	10047	3222
530	10064	3203
531	10082	3184
532	10100	3164
533	10118	3145
534	10135	3126
535	10153	3106
536	10171	3087
537	10193	3069
538	10215	3051
539	10238	3033
540	10260	3015
541	10281	2997
542	10303	2979
543	10326	2961
544	10346	2942
545	10364	2923
546	10382	2903
547	10400	2884
548	10418	2865
549	10449	2849
550	10467	2830
551	10485	2811
552	10503	2791
553	10521	2772
554	10539	2753
555	10558	2734
556	10580	2716
557	10598	2697
558	10618	2678
559	10635	2658
560	10653	2639
561	10672	2620
562	10694	2602
563	10716	2584
564	10742	2566
565	10765	2548
566	10786	2530
567	10807	2511
568	10829	2493
569	10847	2474
570	10867	2455
571	10885	2435
572	10903	2416
573	10921	2397
574	10939	2378
575	10958	2359
576	10963	2337
577	10979	2317
578	10997	2298
579	11015	2279
580	11034	2260
581	11053	2241
582	11073	2222
583	11091	2203
584	11109	2183
585	11127	2164
586	11145	2145
587	11163	2126
588	11180	2107
589	11198	2087
590	11217	2068
591	11235	2049
592	11254	2030
593	11277	2012
594	11299	1993
595	11320	1975
596	11342	1956
597	11370	1939
598	11392	1920
599	11413	1902
600	11432	1883
601	11451	1864
602	11470	1845
603	11488	1825
604	11506	1806
605	11525	1787
606	11542	1768
607	11563	1749
608	11584	1730
609	11602	1711
610	11621	1692
611	11640	1673
612	11658	1654
613	11663	1633
614	11679	1614
615	11697	1595
616	11715	1576
617	11733	1556
618	11752	1537
619	11775	1519
620	11793	1500
621	11811	1481
622	11830	1462
623	11847	1443
624	11866	1423
625	11884	1404
626	11903	1385
627	11926	1367
628	11948	1348
629	11970	1330
630	11997	1311
631	12019	1293
632	12041	1274
633	12063	1255
634	12081	1236
635	12100	1217
636	12118	1198
637	12137	1179
638	12154	1160
639	12172	1141
640	12190	1122
641	12209	1103
642	12233	1084
643	12251	1065
644	12269	1046
645	12289	1027
646	12309	1008
647	12330	989
648	12353	970
649	12376	952
650	12401	933
651	12428	914
652	12453	896
653	12477	877
654	12504	859
655	12528	840
656	12556	821
657	12585	803
658	12613	784
659	12635	765
660	12656	746
661	12681	727
662	12705	709
663	12727	690
664	12751	671
665	12776	652
666	12817	634
667	12852	615
668	12891	597
669	12926	578
670	12966	560
671	12988	541
672	13009	521
673	13029	502
674	13048	483
675	13071	464
676	13091	444
677	13110	425
678	13132	406
679	13163	387
680	13198	368
681	13230	349
682	13256	329
683	13296	311
684	13333	291
685	13358	272
686	13379	253
687	13411	233
688	13433	214
689	13458	195
690	13482	175
691	13505	156
692	13531	136
693	13566	117
694	13596	97
695	13626	78
696	13661	58
697	13667	39
698	13705	19
699	13732	0
