iter	Logloss
402	0.5947476364
403	0.5947050666
404	0.5946328576
405	0.5945522057
406	0.5944451668
407	0.5943770113
408	0.5943354131
409	0.5942713312
410	0.5941953048
411	0.5941459541
412	0.5940994215
413	0.5940383179
414	0.5939762303
415	0.5938996
416	0.5938112987
417	0.5937519818
418	0.5936890803
419	0.5936381662
420	0.59356299
421	0.5935169448
422	0.5934736504
423	0.5934333237
424	0.5933542429
425	0.5933127327
426	0.5932209456
427	0.5931596367
428	0.59308223
429	0.5929926019
430	0.5929441633
431	0.5928864795
432	0.5928226816
433	0.5927606838
434	0.5926898929
435	0.5926211337
436	0.5925588817
437	0.5924947459
438	0.5924337002
439	0.5923770636
440	0.5923611862
441	0.5923113169
442	0.5922081796
443	0.5921657078
444	0.5920999344
445	0.5920059206
446	0.5919445634
447	0.5918824993
448	0.5918660149
449	0.5918068985
450	0.5917528287
451	0.591697649
452	0.5916192091
453	0.5915661318
454	0.591481584
455	0.591412478
456	0.5913702284
457	0.5912745528
458	0.5912396922
459	0.5911444791
460	0.5910727486
461	0.5910075994
462	0.5909397844
463	0.5908994014
464	0.5908456661
465	0.5907241316
466	0.5906572672
467	0.5906001582
468	0.5905329716
469	0.5904843009
470	0.5903842712
471	0.5903059844
472	0.5902260209
473	0.5901686966
474	0.5901022397
475	0.5900377064
476	0.5899790816
477	0.5899308513
478	0.5898758537
479	0.5897994121
480	0.5897167994
481	0.5896468038
482	0.5896016705
483	0.5895551905
484	0.5895018702
485	0.5894586461
486	0.5893741907
487	0.5893303176
488	0.5892338173
489	0.5892020796
490	0.5891600928
491	0.5891130806
492	0.5890763396
493	0.5890283921
494	0.5889549389
495	0.5889100109
496	0.5888794518
497	0.5888119924
498	0.5886879444
499	0.5886189003
500	0.5885791585
501	0.5885038361
502	0.5884634539
503	0.5884254464
504	0.5883575237
505	0.588317616
506	0.5882426208
507	0.5881452944
508	0.5880889751
509	0.5880530939
510	0.5879797826
511	0.587936672
512	0.5878470943
513	0.5878054411
514	0.5877579578
515	0.587692299
516	0.5876454306
517	0.5875952788
518	0.5875160605
519	0.5874551576
520	0.5874130816
521	0.5873459927
522	0.587282226
523	0.5871877748
524	0.5871280139
525	0.5870759118
526	0.587047201
527	0.5869802876
528	0.5869112974
529	0.5868239015
530	0.5867467141
531	0.5867143289
532	0.5866443772
533	0.5865910796
534	0.5865612738
535	0.5865286753
536	0.5864560298
537	0.5863401479
538	0.586270705
539	0.5862268274
540	0.58615429
541	0.5861061295
542	0.5860636925
543	0.5859822806
544	0.5859335547
545	0.5858705963
546	0.5858101587
547	0.5857659258
548	0.5856955606
549	0.5856454361
550	0.5855695113
551	0.5855399819
552	0.5854824246
553	0.5854299851
554	0.5853361032
555	0.5852942247
556	0.5852476451
557	0.5851751053
558	0.5851347659
559	0.5850929717
560	0.585059991
561	0.584995643
562	0.5849540947
563	0.5849190663
564	0.5848113512
565	0.584753609
566	0.5847127093
567	0.5846812237
568	0.5846529437
569	0.5845629485
570	0.5845140835
571	0.5844594102
572	0.5844233428
573	0.5843951464
574	0.58435916
575	0.5843238665
576	0.5843232417
577	0.5842554423
578	0.5842312638
579	0.5841730872
580	0.5841442821
581	0.5840530583
582	0.5839626335
583	0.5838893622
584	0.58384029
585	0.5838086661
586	0.5837546283
587	0.5836862365
588	0.5836303069
589	0.5835860955
590	0.5835215855
591	0.5834868486
592	0.5834268764
593	0.5833866712
594	0.5833191761
595	0.5832588506
596	0.5831769134
597	0.5830801039
598	0.5830129803
599	0.5829386327
600	0.582867651
601	0.5828230083
602	0.5827578854
603	0.5827339805
604	0.5825953997
605	0.5825275343
606	0.5824944831
607	0.5824592898
608	0.5824176743
609	0.5823390023
610	0.5822913992
611	0.5822520692
612	0.5822049549
613	0.5822044559
614	0.5821468394
615	0.5820872554
616	0.5820481261
617	0.581984318
618	0.581950371
619	0.5819029048
620	0.581817017
621	0.5817643872
622	0.5817120381
623	0.5816673752
624	0.5816116155
625	0.5815689
626	0.5815176307
627	0.5814614545
628	0.581412577
629	0.5813565966
630	0.581310017
631	0.5812472898
632	0.5812119829
633	0.5811480371
634	0.5810744351
635	0.5809976506
636	0.5809508311
637	0.5808613569
638	0.5808240249
639	0.5808002228
640	0.5807381292
641	0.5806976344
642	0.5806633581
643	0.58062692
644	0.5805789877
645	0.5805155292
646	0.5804434421
647	0.5804027065
648	0.5803422426
649	0.5802909811
650	0.5802276327
651	0.5801496704
652	0.5801229393
653	0.5800521736
654	0.5799965586
655	0.5799404681
656	0.5799050242
657	0.5798284218
658	0.5797898558
659	0.5797468802
660	0.5797174687
661	0.5796696864
662	0.5796242461
663	0.5795600151
664	0.5795149489
665	0.5794499482
666	0.579396314
667	0.5793254762
668	0.5792804092
669	0.5792245843
670	0.5791793931
671	0.579121078
672	0.5790587738
673	0.5790039085
674	0.5789511903
675	0.5788760948
676	0.5788308641
677	0.578780823
678	0.5787620512
679	0.5787293377
680	0.5787076306
681	0.5786714443
682	0.5786361834
683	0.5785506487
684	0.5784898413
685	0.5784427469
686	0.5784061506
687	0.5783640687
688	0.5783352525
689	0.5782893741
690	0.5782270231
691	0.578153272
692	0.5781291048
693	0.5780547616
694	0.5780248268
695	0.577952136
696	0.5778618549
697	0.5778604265
698	0.5778271984
699	0.5777600867
