iter	Passed	Remaining
585	10719	7572
586	10736	7553
587	10754	7535
588	10777	7520
589	10800	7505
590	10822	7489
591	10852	7479
592	10875	7464
593	10898	7448
594	10918	7431
595	10934	7412
596	10950	7392
597	10967	7372
598	10984	7353
599	11003	7335
600	11019	7315
601	11035	7295
602	11056	7279
603	11073	7260
604	11090	7240
605	11106	7221
606	11124	7202
607	11141	7183
608	11161	7165
609	11184	7150
610	11202	7132
611	11220	7113
612	11238	7094
613	11260	7079
614	11278	7060
615	11295	7041
616	11313	7022
617	11331	7004
618	11354	6988
619	11377	6973
620	11399	6957
621	11421	6941
622	11446	6926
623	11474	6913
624	11494	6896
625	11513	6878
626	11530	6859
627	11547	6840
628	11565	6821
629	11581	6801
630	11598	6782
631	11614	6763
632	11632	6744
633	11650	6725
634	11667	6706
635	11691	6691
636	11710	6673
637	11727	6654
638	11744	6635
639	11761	6615
640	11778	6596
641	11794	6576
642	11811	6557
643	11828	6538
644	11846	6520
645	11864	6501
646	11881	6482
647	11903	6466
648	11921	6447
649	11937	6427
650	11954	6408
651	11971	6389
652	11993	6373
653	12019	6358
654	12041	6342
655	12062	6325
656	12083	6308
657	12105	6292
658	12132	6277
659	12149	6259
660	12166	6239
661	12183	6220
662	12199	6201
663	12218	6182
664	12237	6164
665	12254	6145
666	12270	6125
667	12287	6106
668	12304	6087
669	12320	6068
670	12341	6051
671	12358	6032
672	12376	6013
673	12392	5994
674	12410	5975
675	12426	5955
676	12445	5937
677	12462	5918
678	12492	5906
679	12513	5888
680	12531	5870
681	12551	5852
682	12568	5833
683	12585	5814
684	12601	5794
685	12618	5775
686	12635	5756
687	12653	5738
688	12671	5719
689	12689	5700
690	12705	5681
691	12723	5663
692	12739	5643
693	12760	5626
694	12778	5607
695	12796	5589
696	12814	5570
697	12830	5551
698	12847	5532
699	12864	5513
700	12880	5493
701	12896	5474
702	12913	5455
703	12929	5436
704	12946	5417
705	12966	5399
706	12984	5381
707	13002	5362
708	13019	5343
709	13035	5324
710	13055	5306
711	13071	5287
712	13087	5267
713	13104	5249
714	13121	5230
715	13138	5211
716	13153	5191
717	13173	5174
718	13193	5156
719	13210	5137
720	13228	5118
721	13245	5099
722	13262	5081
723	13279	5062
724	13296	5043
725	13312	5024
726	13329	5005
727	13345	4986
728	13362	4967
729	13384	4950
730	13403	4932
731	13420	4913
732	13437	4894
733	13453	4875
734	13470	4856
735	13488	4838
736	13506	4819
737	13524	4801
738	13540	4782
739	13559	4763
740	13575	4745
741	13597	4728
742	13616	4709
743	13632	4690
744	13649	4671
745	13672	4655
746	13691	4637
747	13708	4618
748	13724	4599
749	13741	4580
750	13758	4561
751	13775	4542
752	13797	4525
753	13815	4507
754	13834	4489
755	13852	4470
756	13869	4452
757	13886	4433
758	13902	4414
759	13919	4395
760	13935	4376
761	13954	4358
762	13971	4339
763	13993	4322
764	14010	4304
765	14027	4285
766	14044	4266
767	14062	4247
768	14080	4229
769	14097	4210
770	14113	4191
771	14128	4172
772	14144	4153
773	14161	4135
774	14178	4116
775	14201	4099
776	14220	4081
777	14237	4062
778	14254	4043
779	14271	4025
780	14288	4006
781	14305	3987
782	14322	3969
783	14339	3950
784	14355	3931
785	14372	3913
786	14389	3894
787	14410	3876
788	14427	3858
789	14445	3840
790	14463	3821
791	14480	3802
792	14497	3784
793	14515	3765
794	14531	3747
795	14548	3728
796	14565	3709
797	14581	3691
798	14603	3673
799	14626	3656
800	14642	3637
801	14660	3619
802	14678	3600
803	14695	3582
804	14714	3564
805	14730	3545
806	14747	3526
807	14764	3508
808	14782	3490
809	14800	3471
810	14822	3454
811	14840	3435
812	14857	3417
813	14874	3398
814	14892	3380
815	14909	3361
816	14926	3343
817	14943	3324
818	14959	3306
819	14976	3287
820	14993	3268
821	15008	3250
822	15029	3232
823	15046	3213
824	15062	3195
825	15082	3177
826	15100	3158
827	15121	3141
828	15143	3123
829	15163	3105
830	15179	3087
831	15198	3068
832	15218	3050
833	15239	3033
834	15257	3014
835	15275	2996
836	15292	2978
837	15309	2959
838	15325	2940
839	15342	2922
840	15360	2903
841	15376	2885
842	15393	2866
843	15410	2848
844	15426	2829
845	15447	2811
846	15464	2793
847	15482	2775
848	15499	2756
849	15515	2738
850	15532	2719
851	15549	2701
852	15567	2682
853	15584	2664
854	15606	2646
855	15629	2629
856	15656	2612
857	15674	2594
858	15690	2575
859	15709	2557
860	15725	2538
861	15742	2520
862	15758	2501
863	15776	2483
864	15793	2464
865	15810	2446
866	15827	2427
867	15844	2409
868	15863	2391
869	15881	2373
870	15898	2354
871	15915	2336
872	15931	2317
873	15947	2299
874	15964	2280
875	15981	2262
876	15997	2243
877	16013	2225
878	16030	2206
879	16048	2188
880	16070	2170
881	16090	2152
882	16106	2134
883	16123	2115
884	16140	2097
885	16157	2078
886	16174	2060
887	16191	2042
888	16210	2023
889	16227	2005
890	16244	1987
891	16260	1968
892	16282	1950
893	16299	1932
894	16316	1914
895	16333	1895
896	16350	1877
897	16366	1859
898	16383	1840
899	16400	1822
900	16417	1803
901	16432	1785
902	16449	1767
903	16467	1748
904	16488	1730
905	16505	1712
906	16523	1694
907	16541	1676
908	16559	1657
909	16575	1639
910	16592	1621
911	16609	1602
912	16626	1584
913	16648	1566
914	16665	1548
915	16682	1529
916	16703	1511
917	16721	1493
918	16744	1475
919	16767	1458
920	16790	1440
921	16812	1422
922	16835	1404
923	16857	1386
924	16878	1368
925	16896	1350
926	16918	1332
927	16934	1313
928	16951	1295
929	16968	1277
930	16985	1258
931	17002	1240
932	17018	1222
933	17034	1203
934	17053	1185
935	17074	1167
936	17096	1149
937	17121	1131
938	17150	1114
939	17175	1096
940	17197	1078
941	17218	1060
942	17234	1041
943	17252	1023
944	17269	1005
945	17287	986
946	17303	968
947	17325	950
948	17342	932
949	17359	913
950	17380	895
951	17397	877
952	17414	858
953	17430	840
954	17446	822
955	17463	803
956	17485	785
957	17507	767
958	17537	749
959	17560	731
960	17583	713
961	17607	695
962	17628	677
963	17645	658
964	17662	640
965	17679	622
966	17695	603
967	17717	585
968	17735	567
969	17756	549
970	17774	530
971	17790	512
972	17807	494
973	17825	475
974	17841	457
975	17858	439
976	17874	420
977	17891	402
978	17912	384
979	17930	365
980	17948	347
981	17968	329
982	17990	311
983	18012	292
984	18035	274
985	18056	256
986	18079	238
987	18100	219
988	18125	201
989	18146	183
990	18164	164
991	18180	146
992	18197	128
993	18214	109
994	18231	91
995	18248	73
996	18265	54
997	18282	36
998	18299	18
999	18315	0
