iter	RMSE
0	0.9893464245
1	0.8720144035
2	0.772142128
3	0.6852443022
4	0.6116079722
5	0.549140948
6	0.4959224071
7	0.4484636904
8	0.4084351575
9	0.3730542842
10	0.3436090307
11	0.3165553413
12	0.2947961054
13	0.2754763324
14	0.259715655
15	0.2457363762
16	0.2344715723
17	0.223988736
18	0.2154785424
19	0.206159184
20	0.1988695778
21	0.1917052111
22	0.1857779064
23	0.1805159271
24	0.1743584307
25	0.1699756194
26	0.1659085953
27	0.1604464329
28	0.1568230201
29	0.153754026
30	0.1498042058
31	0.1466532244
32	0.1438940937
33	0.1413728999
34	0.1390001729
35	0.1360259253
36	0.1342068467
37	0.1324994182
38	0.1285513829
39	0.1269890088
40	0.1247898289
41	0.1215079337
42	0.1200938189
43	0.1188026632
44	0.1158846394
45	0.1138794931
46	0.1128790051
47	0.1117648421
48	0.1107749665
49	0.1098916518
50	0.1083984779
51	0.106346914
52	0.1055776095
53	0.104779831
54	0.1037320822
55	0.1026539357
56	0.1020614522
57	0.09996432896
58	0.09942666132
59	0.09765730219
60	0.09706947783
61	0.09601002495
62	0.09436622365
63	0.09310516851
64	0.092705489
65	0.09137105928
66	0.09054415433
67	0.09001954933
68	0.08963228916
69	0.08900814714
70	0.08767749256
71	0.08646251476
72	0.08609256531
73	0.08556000438
74	0.08524214156
75	0.08427694285
76	0.08331543527
77	0.08306533895
78	0.08282533904
79	0.08241712848
80	0.08202538478
81	0.0818255699
82	0.08156103823
83	0.08071166877
84	0.07975760966
85	0.07898452082
86	0.07877086309
87	0.07794908221
88	0.07769351585
89	0.07750967073
90	0.07733160409
91	0.07665629378
92	0.07653723657
93	0.07628811907
94	0.07568266762
95	0.0754901578
96	0.07531824484
97	0.07522416732
98	0.07511680147
99	0.07499178536
100	0.07450013352
101	0.07392230576
102	0.07365268449
103	0.07324975988
104	0.07312276837
105	0.07299980583
106	0.07253149383
107	0.07243716106
108	0.07234140086
109	0.07222623056
110	0.07203660295
111	0.07148382972
112	0.07135216424
113	0.07129916268
114	0.07097063064
115	0.07086176689
116	0.07075988295
117	0.07056956925
118	0.07041986915
119	0.06998642342
120	0.06991265089
121	0.06980594374
122	0.06960570155
123	0.06918866416
124	0.06914443905
125	0.06909360601
126	0.06883719239
127	0.06864639337
128	0.0685912342
129	0.06846398883
130	0.06842201667
131	0.06806786006
132	0.06802320563
133	0.0677753192
134	0.06773068503
135	0.06763391717
136	0.06758540206
137	0.06737103379
138	0.06729945282
139	0.06724150372
140	0.067192706
141	0.06700145363
142	0.06695552777
143	0.06692045189
144	0.06688105928
145	0.06684805306
146	0.06679233463
147	0.06662338483
148	0.06659543082
149	0.06649701297
150	0.06647452575
151	0.06644100649
152	0.0663478352
153	0.06629318889
154	0.06623702729
155	0.06598545772
156	0.06595519739
157	0.06593808679
158	0.0659166047
159	0.06587945048
160	0.06582147575
161	0.06573064222
162	0.06568795401
163	0.06554052994
164	0.06546582513
165	0.06543971795
166	0.06537190531
167	0.06519858624
168	0.06515832903
169	0.06503547891
170	0.06501671146
171	0.06498699127
172	0.06497459691
173	0.06490877477
174	0.06471192691
175	0.06451701352
176	0.06448989627
177	0.06443904489
178	0.0643985654
179	0.06425284908
180	0.06415245852
181	0.06413378634
182	0.06408630468
183	0.06405241482
184	0.06390758482
185	0.06387536683
186	0.06381168308
187	0.06376171887
188	0.06373167595
189	0.06366490637
190	0.06355778457
191	0.063516633
192	0.06349051331
193	0.06338168803
194	0.06332695748
195	0.06323460595
196	0.0632089586
197	0.06318985886
198	0.06310540371
199	0.06303692675
200	0.06299620998
201	0.06289275919
202	0.06287528715
203	0.06285863093
204	0.06272568603
205	0.06271952823
206	0.06263712713
207	0.06261809416
208	0.06258930388
209	0.0625100891
210	0.06245446591
211	0.06235066016
212	0.06232385382
213	0.06228564006
214	0.06221865019
215	0.06219379379
216	0.06216776475
217	0.06215491581
218	0.06213730547
219	0.06207293897
220	0.06199953275
221	0.06193239445
222	0.06191146833
223	0.06183060181
224	0.06174059044
225	0.06171432982
226	0.06168398254
227	0.06162533801
228	0.06160189061
229	0.06154541257
230	0.06153409503
231	0.06151431103
232	0.06150361552
233	0.06145351232
234	0.06143416596
235	0.0614080811
236	0.06138716599
237	0.06130827037
238	0.06127570168
239	0.06123867169
240	0.0612260125
241	0.06120726091
242	0.06119807636
243	0.06112821081
244	0.06107197207
245	0.06106089128
246	0.06104469957
247	0.06103157557
248	0.06101627575
249	0.06099967483
250	0.06095930703
251	0.06091097154
252	0.06086896833
253	0.06084974307
254	0.06084278354
255	0.06083266453
256	0.06080958343
257	0.06079774452
258	0.060788086
259	0.06076286121
260	0.06074308126
261	0.06072103969
262	0.06070339875
263	0.06069059487
264	0.06068389854
265	0.06067327253
266	0.06064799559
267	0.06064095843
268	0.06062901957
269	0.06058203899
270	0.06053851676
271	0.06053277713
272	0.06052263201
273	0.06050440555
274	0.06048708299
275	0.06047257596
276	0.06044727551
277	0.06043643599
278	0.06040430454
279	0.06034682955
280	0.06032902777
281	0.06032248123
282	0.06030538995
283	0.06027263744
284	0.06025760346
285	0.06025279859
286	0.06023790674
287	0.06022711955
288	0.06021409461
289	0.06019754255
290	0.06018221446
291	0.06016777867
292	0.06013610491
293	0.06012143787
294	0.0600927623
295	0.06008480995
296	0.06005903006
297	0.06005172701
298	0.06004747616
299	0.06003849444
300	0.06002953628
301	0.05999761452
302	0.05997020821
303	0.05995447319
304	0.05994340477
305	0.05993248604
306	0.05992596708
307	0.05988289341
308	0.05986634136
309	0.05985521995
310	0.05984913466
311	0.05980503594
312	0.0597871369
313	0.05978077791
314	0.05975266052
315	0.05974017729
316	0.05973721775
317	0.0597023494
318	0.05965158892
319	0.05962051505
320	0.0595883773
321	0.05957167667
322	0.05953915474
323	0.05952586482
324	0.05951735728
325	0.05948226314
326	0.05947286921
327	0.05944575904
328	0.05941668344
329	0.05940432825
330	0.05939916276
331	0.05938156928
332	0.05936605572
